MatchDate,HomeTeam,AwayTeam,HomeTeamScore,AwayTeamScore,country,neutral,HomeTeamCode,AwayTeamCode,WorldcupSeason,FifaRankingUpdateDate,HomeTeamRating,AwayTeamRating
5/6/2021,Senegal,Zambia,3,1,Senegal,FALSE,SEN,ZAM,2022,27/05/21,1542.45,1280.15
5/6/2021,Tunisia,DR Congo,1,0,Tunisia,FALSE,TUN,COD,2022,27/05/21,1512.88,1376.65
5/6/2021,Wales,Albania,0,0,Wales,FALSE,WAL,ALB,2022,27/05/21,1570.36,1362.09
5/6/2021,Saudi Arabia,Yemen,3,0,Saudi Arabia,FALSE,KSA,YEM,2022,27/05/21,1364.39,1070.54
5/6/2021,South Korea,Turkmenistan,5,0,South Korea,FALSE,KOR,TKM,2022,27/05/21,1460.25,1106.51
5/6/2021,Aruba,Canada,0,7,United States,TRUE,ARU,CAN,2022,27/05/21,850.1,1340.56
6/6/2021,Belgium,Croatia,1,0,Belgium,FALSE,BEL,CRO,2022,27/05/21,1783.38,1605.75
6/6/2021,Denmark,Bosnia and Herzegovina,2,0,Denmark,FALSE,DEN,BIH,2022,27/05/21,1631.55,1404.87
6/6/2021,England,Romania,1,0,England,FALSE,ENG,ROU,2022,27/05/21,1686.78,1449.23
6/6/2021,Netherlands,Georgia,3,0,Netherlands,FALSE,NED,GEO,2022,27/05/21,1598.04,1259.51
7/6/2021,Germany,Latvia,7,1,Germany,FALSE,GER,LVA,2022,27/05/21,1609.12,1081.66
7/6/2021,Serbia,Jamaica,1,1,Japan,TRUE,SRB,JAM,2022,27/05/21,1512.9,1432.65
7/6/2021,Australia,Taiwan,5,1,Kuwait,TRUE,AUS,TPE,2022,27/05/21,1457.49,1078.48
7/6/2021,Japan,Tajikistan,4,1,Japan,FALSE,JPN,TJK,2022,27/05/21,1509.34,1151.1
7/6/2021,Bahrain,Iran,0,3,Bahrain,FALSE,BHR,IRN,2022,27/05/21,1240.1,1499.52
7/6/2021,Qatar,Oman,1,0,Qatar,FALSE,QAT,OMA,2022,27/05/21,1397.92,1301.51
8/6/2021,Cameroon,Nigeria,0,0,Austria,TRUE,CMR,NGA,2022,27/05/21,1404.87,1487.16
8/6/2021,France,Bulgaria,3,0,France,FALSE,FRA,BUL,2022,27/05/21,1757.3,1339.03
8/6/2021,Morocco,Ghana,1,0,Morocco,FALSE,MAR,GHA,2022,27/05/21,1479.32,1425.26
8/6/2021,Poland,Iceland,2,2,Poland,FALSE,POL,ISL,2022,27/05/21,1549.87,1415.99
8/6/2021,Senegal,Cape Verde,2,0,Senegal,FALSE,SEN,CPV,2022,27/05/21,1542.45,1330.16
8/6/2021,Spain,Lithuania,4,0,Spain,FALSE,ESP,LTU,2022,27/05/21,1648.13,1102.84
8/6/2021,Canada,Suriname,4,0,United States,TRUE,CAN,SUR,2022,27/05/21,1340.56,1089.43
8/6/2021,Ecuador,Peru,1,2,Ecuador,FALSE,ECU,PER,2022,27/05/21,1413.01,1511.88
8/6/2021,Colombia,Argentina,2,2,Colombia,FALSE,COL,ARG,2022,27/05/21,1600.66,1641.95
8/6/2021,Venezuela,Uruguay,0,0,Venezuela,FALSE,VEN,URU,2022,27/05/21,1500.71,1639.08
8/6/2021,Paraguay,Brazil,0,2,Paraguay,FALSE,PAR,BRA,2022,27/05/21,1476.02,1742.65
9/6/2021,Portugal,Israel,4,0,Portugal,FALSE,POR,ISR,2022,27/05/21,1666.12,1283.36
9/6/2021,United States,Costa Rica,4,0,United States,FALSE,USA,CRC,2022,27/05/21,1555.42,1423.4
9/6/2021,South Korea,Sri Lanka,5,0,South Korea,FALSE,KOR,SRI,2022,27/05/21,1460.25,853.07
11/6/2021,Nepal,Australia,0,3,Kuwait,TRUE,NEP,AUS,2022,27/05/21,967.88,1457.49
11/6/2021,Cambodia,Iran,0,10,Bahrain,TRUE,CAM,IRN,2022,27/05/21,963.79,1499.52
11/6/2021,Tunisia,Algeria,0,2,Tunisia,FALSE,TUN,ALG,2022,27/05/21,1512.88,1486.69
11/6/2021,Saudi Arabia,Singapore,3,0,Saudi Arabia,FALSE,KSA,SGP,2022,27/05/21,1364.39,1020.27
12/6/2021,Haiti,Canada,0,1,Haiti,FALSE,HAI,CAN,2022,27/05/21,1290.62,1340.56
12/6/2021,Ghana,Ivory Coast,0,0,Ghana,FALSE,GHA,CIV,2022,27/05/21,1425.26,1397.77
12/6/2021,Mexico,Honduras,0,0,United States,TRUE,MEX,HON,2022,27/05/21,1629.56,1361.21
12/6/2021,Morocco,Burkina Faso,1,0,Morocco,FALSE,MAR,BFA,2022,27/05/21,1479.32,1392.9
12/6/2021,Wales,Switzerland,1,1,Wales,FALSE,WAL,SUI,2022,27/05/21,1570.36,1606.21
12/6/2021,Denmark,Finland,0,1,Denmark,FALSE,DEN,FIN,2022,27/05/21,1631.55,1410.82
12/6/2021,Russia,Belgium,0,3,Russia,FALSE,RUS,BEL,2022,27/05/21,1462.65,1783.38
13/06/21,South Korea,Lebanon,2,1,South Korea,FALSE,KOR,LBN,2022,27/05/21,1460.25,1256.08
13/06/21,Netherlands,Ukraine,3,2,Netherlands,FALSE,NED,UKR,2022,27/05/21,1598.04,1514.64
13/06/21,England,Croatia,1,0,England,FALSE,ENG,CRO,2022,27/05/21,1686.78,1605.75
13/06/21,Brazil,Venezuela,3,0,Brazil,FALSE,BRA,VEN,2022,27/05/21,1742.65,1500.71
13/06/21,Colombia,Ecuador,1,0,Brazil,TRUE,COL,ECU,2022,27/05/21,1600.66,1413.01
14/06/21,Poland,Slovakia,1,2,Russia,TRUE,POL,SVK,2022,27/05/21,1549.87,1475.24
14/06/21,Spain,Sweden,0,0,Spain,FALSE,ESP,SWE,2022,27/05/21,1648.13,1569.81
14/06/21,Argentina,Chile,1,1,Brazil,TRUE,ARG,CHI,2022,27/05/21,1641.95,1569.52
15/06/21,Australia,Jordan,1,0,Kuwait,TRUE,AUS,JOR,2022,27/05/21,1457.49,1251.63
15/06/21,Iran,Iraq,1,0,Iran,FALSE,IRN,IRQ,2022,27/05/21,1499.52,1352.82
15/06/21,Saudi Arabia,Uzbekistan,3,0,Saudi Arabia,FALSE,KSA,UZB,2022,27/05/21,1364.39,1280.99
15/06/21,Canada,Haiti,3,0,United States,TRUE,CAN,HAI,2022,27/05/21,1340.56,1290.62
15/06/21,Tunisia,Mali,1,0,Tunisia,FALSE,TUN,MLI,2022,27/05/21,1512.88,1400.94
15/06/21,Hungary,Portugal,0,3,Hungary,FALSE,HUN,POR,2022,27/05/21,1468.75,1666.12
15/06/21,Germany,France,0,1,Germany,FALSE,GER,FRA,2022,27/05/21,1609.12,1757.3
16/06/21,Turkey,Wales,0,2,Azerbaijan,TRUE,TUR,WAL,2022,27/05/21,1505.05,1570.36
16/06/21,Italy,Switzerland,3,0,Italy,FALSE,ITA,SUI,2022,27/05/21,1642.06,1606.21
17/06/21,Denmark,Belgium,1,2,Denmark,FALSE,DEN,BEL,2022,27/05/21,1631.55,1783.38
17/06/21,Netherlands,Austria,2,0,Netherlands,FALSE,NED,AUT,2022,27/05/21,1598.04,1523.42
17/06/21,Brazil,Peru,4,0,Brazil,FALSE,BRA,PER,2022,27/05/21,1742.65,1511.88
18/06/21,Croatia,Czech Republic,1,1,Scotland,TRUE,CRO,CZE,2022,27/05/21,1605.75,1458.81
18/06/21,England,Scotland,0,0,England,FALSE,ENG,SCO,2022,27/05/21,1686.78,1441.43
18/06/21,Argentina,Uruguay,1,0,Brazil,TRUE,ARG,URU,2022,27/05/21,1641.95,1639.08
19/06/21,Spain,Poland,1,1,Spain,FALSE,ESP,POL,2022,27/05/21,1648.13,1549.87
19/06/21,Hungary,France,1,1,Hungary,FALSE,HUN,FRA,2022,27/05/21,1468.75,1757.3
19/06/21,Germany,Portugal,4,2,Germany,FALSE,GER,POR,2022,27/05/21,1609.12,1666.12
20/06/21,Italy,Wales,1,0,Italy,FALSE,ITA,WAL,2022,27/05/21,1642.06,1570.36
20/06/21,Switzerland,Turkey,3,1,Azerbaijan,TRUE,SUI,TUR,2022,27/05/21,1606.21,1505.05
20/06/21,Venezuela,Ecuador,2,2,Brazil,TRUE,VEN,ECU,2022,27/05/21,1500.71,1413.01
21/06/21,Denmark,Russia,4,1,Denmark,FALSE,DEN,RUS,2022,27/05/21,1631.55,1462.65
21/06/21,Finland,Belgium,0,2,Russia,TRUE,FIN,BEL,2022,27/05/21,1410.82,1783.38
21/06/21,Netherlands,North Macedonia,3,0,Netherlands,FALSE,NED,MKD,2022,27/05/21,1598.04,1374.73
21/06/21,Uruguay,Chile,1,1,Brazil,TRUE,URU,CHI,2022,27/05/21,1639.08,1569.52
21/06/21,Argentina,Paraguay,1,0,Brazil,TRUE,ARG,PAR,2022,27/05/21,1641.95,1476.02
22/06/21,Scotland,Croatia,1,3,Scotland,FALSE,SCO,CRO,2022,27/05/21,1441.43,1605.75
22/06/21,England,Czech Republic,1,0,England,FALSE,ENG,CZE,2022,27/05/21,1686.78,1458.81
23/06/21,Spain,Slovakia,5,0,Spain,FALSE,ESP,SVK,2022,27/05/21,1648.13,1475.24
23/06/21,Sweden,Poland,3,2,Russia,TRUE,SWE,POL,2022,27/05/21,1569.81,1549.87
23/06/21,Germany,Hungary,2,2,Germany,FALSE,GER,HUN,2022,27/05/21,1609.12,1468.75
23/06/21,Portugal,France,2,2,Hungary,TRUE,POR,FRA,2022,27/05/21,1666.12,1757.3
23/06/21,Ecuador,Peru,2,2,Brazil,TRUE,ECU,PER,2022,27/05/21,1413.01,1511.88
23/06/21,Brazil,Colombia,2,1,Brazil,FALSE,BRA,COL,2022,27/05/21,1742.65,1600.66
24/06/21,Bolivia,Uruguay,0,2,Brazil,TRUE,BOL,URU,2022,27/05/21,1300.11,1639.08
26/06/21,Wales,Denmark,0,4,Netherlands,TRUE,WAL,DEN,2022,27/05/21,1570.36,1631.55
27/06/21,Netherlands,Czech Republic,0,2,Hungary,TRUE,NED,CZE,2022,27/05/21,1598.04,1458.81
27/06/21,Belgium,Portugal,1,0,Spain,TRUE,BEL,POR,2022,27/05/21,1783.38,1666.12
27/06/21,Brazil,Ecuador,1,1,Brazil,FALSE,BRA,ECU,2022,27/05/21,1742.65,1413.01
28/06/21,Croatia,Spain,3,5,Denmark,TRUE,CRO,ESP,2022,27/05/21,1605.75,1648.13
28/06/21,France,Switzerland,3,3,Romania,TRUE,FRA,SUI,2022,27/05/21,1757.3,1606.21
28/06/21,Argentina,Bolivia,4,1,Brazil,TRUE,ARG,BOL,2022,27/05/21,1641.95,1300.11
28/06/21,Uruguay,Paraguay,1,0,Brazil,TRUE,URU,PAR,2022,27/05/21,1639.08,1476.02
29/06/21,England,Germany,2,0,England,FALSE,ENG,GER,2022,27/05/21,1686.78,1609.12
30/06/21,Mexico,Panama,3,0,United States,TRUE,MEX,PAN,2022,27/05/21,1629.56,1321.97
2/7/2021,Switzerland,Spain,1,1,Russia,TRUE,SUI,ESP,2022,27/05/21,1606.21,1648.13
2/7/2021,Belgium,Italy,1,2,Germany,TRUE,BEL,ITA,2022,27/05/21,1783.38,1642.06
2/7/2021,Brazil,Chile,1,0,Brazil,FALSE,BRA,CHI,2022,27/05/21,1742.65,1569.52
3/7/2021,Czech Republic,Denmark,1,2,Azerbaijan,TRUE,CZE,DEN,2022,27/05/21,1458.81,1631.55
3/7/2021,Ukraine,England,0,4,Italy,TRUE,UKR,ENG,2022,27/05/21,1514.64,1686.78
3/7/2021,Mexico,Nigeria,4,0,United States,TRUE,MEX,NGA,2022,27/05/21,1629.56,1487.16
3/7/2021,Uruguay,Colombia,0,0,Brazil,TRUE,URU,COL,2022,27/05/21,1639.08,1600.66
3/7/2021,Argentina,Ecuador,3,0,Brazil,TRUE,ARG,ECU,2022,27/05/21,1641.95,1413.01
4/7/2021,Qatar,El Salvador,1,0,Croatia,TRUE,QAT,SLV,2022,27/05/21,1397.92,1341.24
5/7/2021,Brazil,Peru,1,0,Brazil,FALSE,BRA,PER,2022,27/05/21,1742.65,1511.88
6/7/2021,Argentina,Colombia,1,1,Brazil,TRUE,ARG,COL,2022,27/05/21,1641.95,1600.66
6/7/2021,Italy,Spain,1,1,England,TRUE,ITA,ESP,2022,27/05/21,1642.06,1648.13
7/7/2021,England,Denmark,2,1,England,FALSE,ENG,DEN,2022,27/05/21,1686.78,1631.55
10/7/2021,Brazil,Argentina,0,1,Brazil,FALSE,BRA,ARG,2022,27/05/21,1742.65,1641.95
11/7/2021,England,Italy,1,1,England,FALSE,ENG,ITA,2022,27/05/21,1686.78,1642.06
21/08/21,El Salvador,Costa Rica,0,0,United States,TRUE,SLV,CRC,2022,12/8/2021,1375.43,1449.79
1/9/2021,Finland,Wales,0,0,Finland,FALSE,FIN,WAL,2022,12/8/2021,1403.92,1567.29
1/9/2021,Qatar,Serbia,0,4,Hungary,TRUE,QAT,SRB,2022,12/8/2021,1455.23,1507.19
1/9/2021,Switzerland,Greece,2,1,Switzerland,FALSE,SUI,GRE,2022,12/8/2021,1621.37,1427.04
1/9/2021,Senegal,Togo,2,0,Senegal,FALSE,SEN,TOG,2022,12/8/2021,1545.38,1105.62
1/9/2021,Portugal,Republic of Ireland,2,1,Portugal,FALSE,POR,IRL,2022,12/8/2021,1661.51,1429.44
1/9/2021,France,Bosnia and Herzegovina,1,1,France,FALSE,FRA,BIH,2022,12/8/2021,1761.77,1401.57
1/9/2021,Denmark,Scotland,2,0,Denmark,FALSE,DEN,SCO,2022,12/8/2021,1642.28,1424.77
1/9/2021,Norway,Netherlands,1,1,Norway,FALSE,NOR,NED,2022,12/8/2021,1450.12,1637.48
1/9/2021,Russia,Croatia,0,0,Russia,FALSE,RUS,CRO,2022,12/8/2021,1462.24,1594.36
2/9/2021,Morocco,Sudan,2,0,Morocco,FALSE,MAR,SDN,2022,12/8/2021,1487.89,1147.87
2/9/2021,South Korea,Iraq,0,0,South Korea,FALSE,KOR,IRQ,2022,12/8/2021,1474.96,1354.51
2/9/2021,Iran,Syria,1,0,Iran,FALSE,IRN,SYR,2022,12/8/2021,1522.04,1302.75
2/9/2021,Japan,Oman,0,1,Japan,FALSE,JPN,OMA,2022,12/8/2021,1529.45,1305.01
2/9/2021,Australia,China PR,3,0,Qatar,TRUE,AUS,CHN,2022,12/8/2021,1477.21,1352.68
2/9/2021,Saudi Arabia,Vietnam,3,1,Saudi Arabia,FALSE,KSA,VIE,2022,12/8/2021,1386.03,1260.85
2/9/2021,Sweden,Spain,2,1,Sweden,FALSE,SWE,ESP,2022,12/8/2021,1606.79,1680.44
2/9/2021,Estonia,Belgium,2,5,Estonia,FALSE,EST,BEL,2022,12/8/2021,1170.89,1822.34
2/9/2021,Hungary,England,0,4,Hungary,FALSE,HUN,ENG,2022,12/8/2021,1474.36,1752.83
2/9/2021,Poland,Albania,4,1,Poland,FALSE,POL,ALB,2022,12/8/2021,1516.27,1359.83
2/9/2021,Liechtenstein,Germany,0,2,Switzerland,TRUE,LIE,GER,2022,12/8/2021,907.66,1613.29
2/9/2021,Ecuador,Paraguay,2,0,Ecuador,FALSE,ECU,PAR,2022,12/8/2021,1405.26,1483.49
2/9/2021,Peru,Uruguay,1,1,Peru,FALSE,PER,URU,2022,12/8/2021,1543.16,1634.63
2/9/2021,Venezuela,Argentina,1,3,Venezuela,FALSE,VEN,ARG,2022,12/8/2021,1463.3,1714.43
2/9/2021,Chile,Brazil,0,1,Chile,FALSE,CHI,BRA,2022,12/8/2021,1557.81,1797.67
2/9/2021,Canada,Honduras,1,1,Canada,FALSE,CAN,HON,2022,12/8/2021,1399.35,1377.79
2/9/2021,El Salvador,United States,0,0,El Salvador,FALSE,SLV,USA,2022,12/8/2021,1375.43,1647.75
2/9/2021,Panama,Costa Rica,0,0,Panama,FALSE,PAN,CRC,2022,12/8/2021,1334.85,1449.79
2/9/2021,Mexico,Jamaica,2,1,Mexico,FALSE,MEX,JAM,2022,12/8/2021,1658.29,1423.06
3/9/2021,Tunisia,Equatorial Guinea,3,0,Tunisia,FALSE,TUN,EQG,2022,12/8/2021,1515.3,1105.2
3/9/2021,Cameroon,Malawi,2,0,Cameroon,FALSE,CMR,MWI,2022,12/8/2021,1410.65,1153.5
3/9/2021,Ghana,Ethiopia,1,0,Ghana,FALSE,GHA,ETH,2022,12/8/2021,1420.61,1079.41
4/9/2021,Qatar,Portugal,1,3,Hungary,TRUE,QAT,POR,2022,12/8/2021,1455.23,1661.51
4/9/2021,Serbia,Luxembourg,4,1,Serbia,FALSE,SRB,LUX,2022,12/8/2021,1507.19,1238.59
4/9/2021,Ukraine,France,1,1,Ukraine,FALSE,UKR,FRA,2022,12/8/2021,1522.7,1761.77
4/9/2021,Faroe Islands,Denmark,0,1,Faroe Islands,FALSE,FRO,DEN,2022,12/8/2021,1165.43,1642.28
4/9/2021,Netherlands,Montenegro,4,0,Netherlands,FALSE,NED,MNE,2022,12/8/2021,1637.48,1363.03
4/9/2021,Slovakia,Croatia,0,1,Slovakia,FALSE,SVK,CRO,2022,12/8/2021,1467.4,1594.36
5/9/2021,Spain,Georgia,4,0,Spain,FALSE,ESP,GEO,2022,12/8/2021,1680.44,1264.06
5/9/2021,Switzerland,Italy,0,0,Switzerland,FALSE,SUI,ITA,2022,12/8/2021,1621.37,1744.67
5/9/2021,Belarus,Wales,2,3,Russia,TRUE,BLR,WAL,2022,12/8/2021,1270.75,1567.29
5/9/2021,Belgium,Czech Republic,3,0,Belgium,FALSE,BEL,CZE,2022,12/8/2021,1822.34,1492.65
5/9/2021,England,Andorra,4,0,England,FALSE,ENG,AND,2022,12/8/2021,1752.83,1031.64
5/9/2021,San Marino,Poland,1,7,San Marino,FALSE,SMR,POL,2022,12/8/2021,802.43,1516.27
5/9/2021,Germany,Armenia,6,0,Germany,FALSE,GER,ARM,2022,12/8/2021,1613.29,1273.67
5/9/2021,Ecuador,Chile,0,0,Ecuador,FALSE,ECU,CHI,2022,12/8/2021,1405.26,1557.81
5/9/2021,Uruguay,Bolivia,4,2,Uruguay,FALSE,URU,BOL,2022,12/8/2021,1634.63,1285.94
5/9/2021,Costa Rica,Mexico,0,1,Costa Rica,FALSE,CRC,MEX,2022,12/8/2021,1449.79,1658.29
5/9/2021,United States,Canada,1,1,United States,FALSE,USA,CAN,2022,12/8/2021,1647.75,1399.35
6/9/2021,Ivory Coast,Cameroon,2,1,Ivory Coast,FALSE,CIV,CMR,2022,12/8/2021,1402.9,1410.65
6/9/2021,South Africa,Ghana,1,0,South Africa,FALSE,RSA,GHA,2022,12/8/2021,1337.77,1420.61
7/9/2021,Luxembourg,Qatar,1,1,Luxembourg,FALSE,LUX,QAT,2022,12/8/2021,1238.59,1455.23
7/9/2021,Zambia,Tunisia,0,2,Zambia,FALSE,ZAM,TUN,2022,12/8/2021,1276.14,1515.3
7/9/2021,Congo,Senegal,1,3,Congo,FALSE,CGO,SEN,2022,12/8/2021,1255.88,1545.38
7/9/2021,South Korea,Lebanon,1,0,South Korea,FALSE,KOR,LBN,2022,12/8/2021,1474.96,1237.98
7/9/2021,Iraq,Iran,0,3,Qatar,TRUE,IRQ,IRN,2022,12/8/2021,1354.51,1522.04
7/9/2021,China PR,Japan,0,1,Qatar,TRUE,CHN,JPN,2022,12/8/2021,1352.68,1529.45
7/9/2021,Vietnam,Australia,0,1,Vietnam,FALSE,VIE,AUS,2022,12/8/2021,1260.85,1477.21
7/9/2021,Oman,Saudi Arabia,0,1,Oman,FALSE,OMA,KSA,2022,12/8/2021,1305.01,1386.03
7/9/2021,Republic of Ireland,Serbia,1,1,Republic of Ireland,FALSE,IRL,SRB,2022,12/8/2021,1429.44,1507.19
7/9/2021,Azerbaijan,Portugal,0,3,Azerbaijan,FALSE,AZE,POR,2022,12/8/2021,1166.44,1661.51
7/9/2021,France,Finland,2,0,France,FALSE,FRA,FIN,2022,12/8/2021,1761.77,1403.92
7/9/2021,Denmark,Israel,5,0,Denmark,FALSE,DEN,ISR,2022,12/8/2021,1642.28,1288.22
7/9/2021,Netherlands,Turkey,6,1,Netherlands,FALSE,NED,TUR,2022,12/8/2021,1637.48,1463.91
7/9/2021,Croatia,Slovenia,3,0,Croatia,FALSE,CRO,SVN,2022,12/8/2021,1594.36,1371.25
8/9/2021,Kosovo,Spain,0,2,Kosovo,FALSE,KOS,ESP,2022,12/8/2021,1159.02,1680.44
8/9/2021,Northern Ireland,Switzerland,0,0,Northern Ireland,FALSE,NIR,SUI,2022,12/8/2021,1422.29,1621.37
8/9/2021,Wales,Estonia,0,0,Wales,FALSE,WAL,EST,2022,12/8/2021,1567.29,1170.89
8/9/2021,Belarus,Belgium,0,1,Russia,TRUE,BLR,BEL,2022,12/8/2021,1270.75,1822.34
8/9/2021,Poland,England,1,1,Poland,FALSE,POL,ENG,2022,12/8/2021,1516.27,1752.83
8/9/2021,Iceland,Germany,0,4,Iceland,FALSE,ISL,GER,2022,12/8/2021,1418.48,1613.29
8/9/2021,Costa Rica,Jamaica,1,1,Costa Rica,FALSE,CRC,JAM,2022,12/8/2021,1449.79,1423.06
8/9/2021,Panama,Mexico,1,1,Panama,FALSE,PAN,MEX,2022,12/8/2021,1334.85,1658.29
8/9/2021,Canada,El Salvador,3,0,Canada,FALSE,CAN,SLV,2022,12/8/2021,1399.35,1375.43
8/9/2021,Honduras,United States,1,4,Honduras,FALSE,HON,USA,2022,12/8/2021,1377.79,1647.75
9/9/2021,Uruguay,Ecuador,1,0,Uruguay,FALSE,URU,ECU,2022,12/8/2021,1634.63,1405.26
9/9/2021,Argentina,Bolivia,3,0,Argentina,FALSE,ARG,BOL,2022,12/8/2021,1714.43,1285.94
9/9/2021,Brazil,Peru,2,0,Brazil,FALSE,BRA,PER,2022,12/8/2021,1797.67,1543.16
6/10/2021,Morocco,Guinea-Bissau,5,0,Morocco,FALSE,MAR,GNB,2022,16/09/21,1493.23,1186.61
6/10/2021,Italy,Spain,1,2,Italy,FALSE,ITA,ESP,2022,16/09/21,1735.73,1673.68
7/10/2021,South Korea,Syria,2,1,South Korea,FALSE,KOR,SYR,2022,16/09/21,1479.41,1296.75
7/10/2021,United Arab Emirates,Iran,0,1,United Arab Emirates,FALSE,UAE,IRN,2022,16/09/21,1357.84,1538.08
7/10/2021,Saudi Arabia,Japan,1,0,Saudi Arabia,FALSE,KSA,JPN,2022,16/09/21,1406.34,1520.46
7/10/2021,Australia,Oman,3,1,Qatar,TRUE,AUS,OMA,2022,16/09/21,1493.99,1311.82
7/10/2021,Honduras,Costa Rica,0,0,Honduras,FALSE,HON,CRC,2022,16/09/21,1371.61,1438.29
7/10/2021,United States,Jamaica,2,0,United States,FALSE,USA,JAM,2022,16/09/21,1643.1,1402.39
7/10/2021,Mexico,Canada,1,1,Mexico,FALSE,MEX,CAN,2022,16/09/21,1666.19,1416.23
7/10/2021,Tunisia,Mauritania,3,0,Tunisia,FALSE,TUN,MTN,2022,16/09/21,1526.87,1200.6
7/10/2021,Ecuador,Bolivia,3,0,Ecuador,FALSE,ECU,BOL,2022,16/09/21,1415.09,1283.65
7/10/2021,Venezuela,Brazil,1,3,Venezuela,FALSE,VEN,BRA,2022,16/09/21,1434.14,1811.73
7/10/2021,Paraguay,Argentina,0,0,Paraguay,FALSE,PAR,ARG,2022,16/09/21,1484.31,1725.31
7/10/2021,Uruguay,Colombia,0,0,Uruguay,FALSE,URU,COL,2022,16/09/21,1645.42,1618.4
7/10/2021,Belgium,France,2,3,Italy,TRUE,BEL,FRA,2022,16/09/21,1832.33,1754.31
8/10/2021,Czech Republic,Wales,2,2,Czech Republic,FALSE,CZE,WAL,2022,16/09/21,1494.78,1563.59
8/10/2021,Latvia,Netherlands,0,1,Latvia,FALSE,LVA,NED,2022,16/09/21,1092.45,1648.2
8/10/2021,Cyprus,Croatia,0,3,Cyprus,FALSE,CYP,CRO,2022,16/09/21,1202.65,1608.25
8/10/2021,Germany,Romania,2,1,Germany,FALSE,GER,ROU,2022,16/09/21,1627.8,1451.8
8/10/2021,Cameroon,Mozambique,3,1,Cameroon,FALSE,CMR,MOZ,2022,16/09/21,1404.46,1158.59
9/10/2021,Luxembourg,Serbia,0,1,Luxembourg,FALSE,LUX,SRB,2022,16/09/21,1244.55,1515.97
9/10/2021,Switzerland,Northern Ireland,2,0,Switzerland,FALSE,SUI,NIR,2022,16/09/21,1622.73,1435.06
9/10/2021,Moldova,Denmark,0,4,Moldova,FALSE,MDA,DEN,2022,16/09/21,940.3,1658.49
9/10/2021,Andorra,England,0,5,Andorra,FALSE,AND,ENG,2022,16/09/21,1033.27,1755.44
9/10/2021,Poland,San Marino,5,0,Poland,FALSE,POL,SMR,2022,16/09/21,1531.82,791.17
9/10/2021,Ghana,Zimbabwe,3,1,Ghana,FALSE,GHA,ZIM,2022,16/09/21,1411.3,1160.91
9/10/2021,Senegal,Namibia,4,1,Senegal,FALSE,SEN,NAM,2022,16/09/21,1555.37,1185.12
9/10/2021,Portugal,Qatar,3,0,Portugal,FALSE,POR,QAT,2022,16/09/21,1674.9,1445.83
9/10/2021,Morocco,Guinea-Bissau,3,0,Morocco,FALSE,MAR,GNB,2022,16/09/21,1493.23,1186.61
10/10/2021,Costa Rica,El Salvador,2,1,Costa Rica,FALSE,CRC,SLV,2022,16/09/21,1438.29,1369.73
10/10/2021,Jamaica,Canada,0,0,Jamaica,FALSE,JAM,CAN,2022,16/09/21,1402.39,1416.23
10/10/2021,Panama,United States,1,0,Panama,FALSE,PAN,USA,2022,16/09/21,1358.77,1643.1
10/10/2021,Mexico,Honduras,3,0,Mexico,FALSE,MEX,HON,2022,16/09/21,1666.19,1371.61
10/10/2021,Mauritania,Tunisia,0,0,Mauritania,FALSE,MTN,TUN,2022,16/09/21,1200.6,1526.87
10/10/2021,Colombia,Brazil,0,0,Colombia,FALSE,COL,BRA,2022,16/09/21,1618.4,1811.73
10/10/2021,Venezuela,Ecuador,2,1,Venezuela,FALSE,VEN,ECU,2022,16/09/21,1434.14,1415.09
10/10/2021,Argentina,Uruguay,3,0,Argentina,FALSE,ARG,URU,2022,16/09/21,1725.31,1645.42
10/10/2021,Italy,Belgium,2,1,Italy,FALSE,ITA,BEL,2022,16/09/21,1735.73,1832.33
10/10/2021,Spain,France,1,2,Italy,TRUE,ESP,FRA,2022,16/09/21,1673.68,1754.31
11/10/2021,Estonia,Wales,0,1,Estonia,FALSE,EST,WAL,2022,16/09/21,1174.44,1563.59
11/10/2021,Netherlands,Gibraltar,6,0,Netherlands,FALSE,NED,GIB,2022,16/09/21,1648.2,867.7
11/10/2021,Croatia,Slovakia,2,2,Croatia,FALSE,CRO,SVK,2022,16/09/21,1608.25,1462.59
11/10/2021,North Macedonia,Germany,0,4,North Macedonia,FALSE,MKD,GER,2022,16/09/21,1345.47,1627.8
11/10/2021,Mozambique,Cameroon,0,1,Morocco,TRUE,MOZ,CMR,2022,16/09/21,1158.59,1404.46
12/10/2021,Iran,South Korea,1,1,Iran,FALSE,IRN,KOR,2022,16/09/21,1538.08,1479.41
12/10/2021,Japan,Australia,2,1,Japan,FALSE,JPN,AUS,2022,16/09/21,1520.46,1493.99
12/10/2021,Saudi Arabia,China PR,3,2,Saudi Arabia,FALSE,KSA,CHN,2022,16/09/21,1406.34,1334.52
12/10/2021,Portugal,Luxembourg,5,0,Portugal,FALSE,POR,LUX,2022,16/09/21,1674.9,1244.55
12/10/2021,Serbia,Azerbaijan,3,1,Serbia,FALSE,SRB,AZE,2022,16/09/21,1515.97,1158.46
12/10/2021,Lithuania,Switzerland,0,4,Lithuania,FALSE,LTU,SUI,2022,16/09/21,1082.2,1622.73
12/10/2021,Denmark,Austria,1,0,Denmark,FALSE,DEN,AUT,2022,16/09/21,1658.49,1504.82
12/10/2021,England,Hungary,1,1,England,FALSE,ENG,HUN,2022,16/09/21,1755.44,1456.93
