MatchDate,HomeTeam,AwayTeam,HomeTeamScore,AwayTeamScore,country,neutral,HomeTeamCode,AwayTeamCode,FifaRankingUpdateDate,HomeTeamRating,AwayTeamRating
11/6/2021,Tunisia,Algeria,0,2,Tunisia,FALSE,TUN,ALG,27/05/21,1512.88,1430
11/6/2021,Saudi Arabia,Singapore,3,0,Saudi Arabia,FALSE,KSA,SGP,27/05/21,1364.39,1522
12/6/2021,Haiti,Canada,0,1,Haiti,FALSE,HAI,CAN,27/05/21,1290.62,1532
12/6/2021,Ghana,Ivory Coast,0,0,Ghana,FALSE,GHA,CIV,27/05/21,1425.26,835
12/6/2021,Mexico,Honduras,0,0,United States,TRUE,MEX,HON,27/05/21,1629.56,1546
12/6/2021,Morocco,Burkina Faso,1,0,Morocco,FALSE,MAR,BFA,27/05/21,1479.32,1462
12/6/2021,Wales,Switzerland,1,1,Wales,FALSE,WAL,SUI,27/05/21,1570.36,999
12/6/2021,Denmark,Finland,0,1,Denmark,FALSE,DEN,FIN,27/05/21,1631.55,982
12/6/2021,Russia,Belgium,0,3,Russia,FALSE,RUS,BEL,27/05/21,1462.65,1019
13/06/21,South Korea,Lebanon,2,1,South Korea,FALSE,KOR,LBN,27/05/21,1460.25,1377
13/06/21,Netherlands,Ukraine,3,2,Netherlands,FALSE,NED,UKR,27/05/21,1598.04,923
13/06/21,England,Croatia,1,0,England,FALSE,ENG,CRO,27/05/21,1686.78,872
13/06/21,Brazil,Venezuela,3,0,Brazil,FALSE,BRA,VEN,27/05/21,1742.65,1662
13/06/21,Colombia,Ecuador,1,0,Brazil,TRUE,COL,ECU,27/05/21,1600.66,1255
14/06/21,Poland,Slovakia,1,2,Russia,TRUE,POL,SVK,27/05/21,1549.87,1725
14/06/21,Spain,Sweden,0,0,Spain,FALSE,ESP,SWE,27/05/21,1648.13,1212
14/06/21,Argentina,Chile,1,1,Brazil,TRUE,ARG,CHI,27/05/21,1641.95,1551
15/06/21,Australia,Jordan,1,0,Kuwait,TRUE,AUS,JOR,27/05/21,1457.49,1604
15/06/21,Iran,Iraq,1,0,Iran,FALSE,IRN,IRQ,27/05/21,1499.52,1631
15/06/21,Saudi Arabia,Uzbekistan,3,0,Saudi Arabia,FALSE,KSA,UZB,27/05/21,1364.39,1409
15/06/21,Canada,Haiti,3,0,United States,TRUE,CAN,HAI,27/05/21,1340.56,1586
15/06/21,Tunisia,Mali,1,0,Tunisia,FALSE,TUN,MLI,27/05/21,1512.88,1580
15/06/21,Hungary,Portugal,0,3,Hungary,FALSE,HUN,POR,27/05/21,1468.75,1625
15/06/21,Germany,France,0,1,Germany,FALSE,GER,FRA,27/05/21,1609.12,1339
16/06/21,Turkey,Wales,0,2,Azerbaijan,TRUE,TUR,WAL,27/05/21,1505.05,1752
16/06/21,Italy,Switzerland,3,0,Italy,FALSE,ITA,SUI,27/05/21,1642.06,1482
17/06/21,Denmark,Belgium,1,2,Denmark,FALSE,DEN,BEL,27/05/21,1631.55,1614
17/06/21,Netherlands,Austria,2,0,Netherlands,FALSE,NED,AUT,27/05/21,1598.04,1662
17/06/21,Brazil,Peru,4,0,Brazil,FALSE,BRA,PER,27/05/21,1742.65,1476
18/06/21,Croatia,Czech Republic,1,1,Scotland,TRUE,CRO,CZE,27/05/21,1605.75,1643
18/06/21,England,Scotland,0,0,England,FALSE,ENG,SCO,27/05/21,1686.78,1475
18/06/21,Argentina,Uruguay,1,0,Brazil,TRUE,ARG,URU,27/05/21,1641.95,1496
19/06/21,Spain,Poland,1,1,Spain,FALSE,ESP,POL,27/05/21,1648.13,1631
19/06/21,Hungary,France,1,1,Hungary,FALSE,HUN,FRA,27/05/21,1468.75,1255
19/06/21,Germany,Portugal,4,2,Germany,FALSE,GER,POR,27/05/21,1609.12,1272
20/06/21,Italy,Wales,1,0,Italy,FALSE,ITA,WAL,27/05/21,1642.06,1639
20/06/21,Switzerland,Turkey,3,1,Azerbaijan,TRUE,SUI,TUR,27/05/21,1606.21,1441
20/06/21,Venezuela,Ecuador,2,2,Brazil,TRUE,VEN,ECU,27/05/21,1500.71,1522
21/06/21,Denmark,Russia,4,1,Denmark,FALSE,DEN,RUS,27/05/21,1631.55,1336
21/06/21,Finland,Belgium,0,2,Russia,TRUE,FIN,BEL,27/05/21,1410.82,1292
21/06/21,Netherlands,North Macedonia,3,0,Netherlands,FALSE,NED,MKD,27/05/21,1598.04,1490
21/06/21,Uruguay,Chile,1,1,Brazil,TRUE,URU,CHI,27/05/21,1639.08,1470
21/06/21,Argentina,Paraguay,1,0,Brazil,TRUE,ARG,PAR,27/05/21,1641.95,1466
22/06/21,Scotland,Croatia,1,3,Scotland,FALSE,SCO,CRO,27/05/21,1441.43,1493
22/06/21,England,Czech Republic,1,0,England,FALSE,ENG,CZE,27/05/21,1686.78,1546
23/06/21,Spain,Slovakia,5,0,Spain,FALSE,ESP,SVK,27/05/21,1648.13,1429
23/06/21,Sweden,Poland,3,2,Russia,TRUE,SWE,POL,27/05/21,1569.81,1319
23/06/21,Germany,Hungary,2,2,Germany,FALSE,GER,HUN,27/05/21,1609.12,1265
23/06/21,Portugal,France,2,2,Hungary,TRUE,POR,FRA,27/05/21,1666.12,1337
23/06/21,Ecuador,Peru,2,2,Brazil,TRUE,ECU,PER,27/05/21,1413.01,1371
23/06/21,Brazil,Colombia,2,1,Brazil,FALSE,BRA,COL,27/05/21,1742.65,1086
24/06/21,Bolivia,Uruguay,0,2,Brazil,TRUE,BOL,URU,27/05/21,1300.11,1248
26/06/21,Wales,Denmark,0,4,Netherlands,TRUE,WAL,DEN,27/05/21,1570.36,963
27/06/21,Netherlands,Czech Republic,0,2,Hungary,TRUE,NED,CZE,27/05/21,1598.04,1213
27/06/21,Belgium,Portugal,1,0,Spain,TRUE,BEL,POR,27/05/21,1783.38,1008
27/06/21,Brazil,Ecuador,1,1,Brazil,FALSE,BRA,ECU,27/05/21,1742.65,1450
28/06/21,Croatia,Spain,3,5,Denmark,TRUE,CRO,ESP,27/05/21,1605.75,1505
28/06/21,France,Switzerland,3,3,Romania,TRUE,FRA,SUI,27/05/21,1757.3,1339
28/06/21,Argentina,Bolivia,4,1,Brazil,TRUE,ARG,BOL,27/05/21,1641.95,1466
28/06/21,Uruguay,Paraguay,1,0,Brazil,TRUE,URU,PAR,27/05/21,1639.08,1205
29/06/21,England,Germany,2,0,England,FALSE,ENG,GER,27/05/21,1686.78,1211
30/06/21,Mexico,Panama,3,0,United States,TRUE,MEX,PAN,27/05/21,1629.56,882
2/7/2021,Switzerland,Spain,1,1,Russia,TRUE,SUI,ESP,27/05/21,1606.21,1274
2/7/2021,Belgium,Italy,1,2,Germany,TRUE,BEL,ITA,27/05/21,1783.38,924
2/7/2021,Brazil,Chile,1,0,Brazil,FALSE,BRA,CHI,27/05/21,1742.65,1642
3/7/2021,Czech Republic,Denmark,1,2,Azerbaijan,TRUE,CZE,DEN,27/05/21,1458.81,1602
3/7/2021,Ukraine,England,0,4,Italy,TRUE,UKR,ENG,27/05/21,1514.64,1286
3/7/2021,Mexico,Nigeria,4,0,United States,TRUE,MEX,NGA,27/05/21,1629.56,1493
3/7/2021,Uruguay,Colombia,0,0,Brazil,TRUE,URU,COL,27/05/21,1639.08,1524
3/7/2021,Argentina,Ecuador,3,0,Brazil,TRUE,ARG,ECU,27/05/21,1641.95,1544
4/7/2021,Qatar,El Salvador,1,0,Croatia,TRUE,QAT,SLV,27/05/21,1397.92,1755
5/7/2021,Brazil,Peru,1,0,Brazil,FALSE,BRA,PER,27/05/21,1742.65,1409
6/7/2021,Argentina,Colombia,1,1,Brazil,TRUE,ARG,COL,27/05/21,1641.95,1546
6/7/2021,Italy,Spain,1,1,England,TRUE,ITA,ESP,27/05/21,1642.06,1651
7/7/2021,England,Denmark,2,1,England,FALSE,ENG,DEN,27/05/21,1686.78,1632
10/7/2021,Brazil,Argentina,0,1,Brazil,FALSE,BRA,ARG,27/05/21,1742.65,1536
11/7/2021,England,Italy,1,1,England,FALSE,ENG,ITA,27/05/21,1686.78,1726
21/08/21,El Salvador,Costa Rica,0,0,United States,TRUE,SLV,CRC,12/8/2021,1375.43,1426
1/9/2021,Finland,Wales,0,0,Finland,FALSE,FIN,WAL,12/8/2021,1403.92,1599
1/9/2021,Qatar,Serbia,0,4,Hungary,TRUE,QAT,SRB,12/8/2021,1455.23,1601
1/9/2021,Switzerland,Greece,2,1,Switzerland,FALSE,SUI,GRE,12/8/2021,1621.37,1495
1/9/2021,Senegal,Togo,2,0,Senegal,FALSE,SEN,TOG,12/8/2021,1545.38,1642
1/9/2021,Portugal,Republic of Ireland,2,1,Portugal,FALSE,POR,IRL,12/8/2021,1661.51,1457
1/9/2021,France,Bosnia and Herzegovina,1,1,France,FALSE,FRA,BIH,12/8/2021,1761.77,1495
1/9/2021,Denmark,Scotland,2,0,Denmark,FALSE,DEN,SCO,12/8/2021,1642.28,1483
1/9/2021,Norway,Netherlands,1,1,Norway,FALSE,NOR,NED,12/8/2021,1450.12,1209
1/9/2021,Russia,Croatia,0,0,Russia,FALSE,RUS,CRO,12/8/2021,1462.24,1429
2/9/2021,Morocco,Sudan,2,0,Morocco,FALSE,MAR,SDN,12/8/2021,1487.89,1367
2/9/2021,South Korea,Iraq,0,0,South Korea,FALSE,KOR,IRQ,12/8/2021,1474.96,1263
2/9/2021,Iran,Syria,1,0,Iran,FALSE,IRN,SYR,12/8/2021,1522.04,1466
2/9/2021,Japan,Oman,0,1,Japan,FALSE,JPN,OMA,12/8/2021,1529.45,1274
2/9/2021,Australia,China PR,3,0,Qatar,TRUE,AUS,CHN,12/8/2021,1477.21,1615
2/9/2021,Saudi Arabia,Vietnam,3,1,Saudi Arabia,FALSE,KSA,VIE,12/8/2021,1386.03,1458
2/9/2021,Sweden,Spain,2,1,Sweden,FALSE,SWE,ESP,12/8/2021,1606.79,1391
2/9/2021,Estonia,Belgium,2,5,Estonia,FALSE,EST,BEL,12/8/2021,1170.89,1331
2/9/2021,Hungary,England,0,4,Hungary,FALSE,HUN,ENG,12/8/2021,1474.36,1331
2/9/2021,Poland,Albania,4,1,Poland,FALSE,POL,ALB,12/8/2021,1516.27,1464
2/9/2021,Liechtenstein,Germany,0,2,Switzerland,TRUE,LIE,GER,12/8/2021,907.66,1442
2/9/2021,Ecuador,Paraguay,2,0,Ecuador,FALSE,ECU,PAR,12/8/2021,1405.26,1636
2/9/2021,Peru,Uruguay,1,1,Peru,FALSE,PER,URU,12/8/2021,1543.16,1608
2/9/2021,Venezuela,Argentina,1,3,Venezuela,FALSE,VEN,ARG,12/8/2021,1463.3,1494
2/9/2021,Chile,Brazil,0,1,Chile,FALSE,CHI,BRA,12/8/2021,1557.81,1540
2/9/2021,Canada,Honduras,1,1,Canada,FALSE,CAN,HON,12/8/2021,1399.35,1559
2/9/2021,El Salvador,United States,0,0,El Salvador,FALSE,SLV,USA,12/8/2021,1375.43,1661
2/9/2021,Panama,Costa Rica,0,0,Panama,FALSE,PAN,CRC,12/8/2021,1334.85,1765
2/9/2021,Mexico,Jamaica,2,1,Mexico,FALSE,MEX,JAM,12/8/2021,1658.29,1642
3/9/2021,Tunisia,Equatorial Guinea,3,0,Tunisia,FALSE,TUN,EQG,12/8/2021,1515.3,1733
3/9/2021,Cameroon,Malawi,2,0,Cameroon,FALSE,CMR,MWI,12/8/2021,1410.65,1537
3/9/2021,Ghana,Ethiopia,1,0,Ghana,FALSE,GHA,ETH,12/8/2021,1420.61,1602
4/9/2021,Qatar,Portugal,1,3,Hungary,TRUE,QAT,POR,12/8/2021,1455.23,1494
4/9/2021,Serbia,Luxembourg,4,1,Serbia,FALSE,SRB,LUX,12/8/2021,1507.19,1381
4/9/2021,Ukraine,France,1,1,Ukraine,FALSE,UKR,FRA,12/8/2021,1522.7,1559
4/9/2021,Faroe Islands,Denmark,0,1,Faroe Islands,FALSE,FRO,DEN,12/8/2021,1165.43,1607
4/9/2021,Netherlands,Montenegro,4,0,Netherlands,FALSE,NED,MNE,12/8/2021,1637.48,1465
4/9/2021,Slovakia,Croatia,0,1,Slovakia,FALSE,SVK,CRO,12/8/2021,1467.4,1661
5/9/2021,Spain,Georgia,4,0,Spain,FALSE,ESP,GEO,12/8/2021,1680.44,1642
5/9/2021,Switzerland,Italy,0,0,Switzerland,FALSE,SUI,ITA,12/8/2021,1621.37,1639
5/9/2021,Belarus,Wales,2,3,Russia,TRUE,BLR,WAL,12/8/2021,1270.75,1191
5/9/2021,Belgium,Czech Republic,3,0,Belgium,FALSE,BEL,CZE,12/8/2021,1822.34,1539
5/9/2021,England,Andorra,4,0,England,FALSE,ENG,AND,12/8/2021,1752.83,1485
5/9/2021,San Marino,Poland,1,7,San Marino,FALSE,SMR,POL,12/8/2021,802.43,1621
5/9/2021,Germany,Armenia,6,0,Germany,FALSE,GER,ARM,12/8/2021,1613.29,1390
5/9/2021,Ecuador,Chile,0,0,Ecuador,FALSE,ECU,CHI,12/8/2021,1405.26,1642
5/9/2021,Uruguay,Bolivia,4,2,Uruguay,FALSE,URU,BOL,12/8/2021,1634.63,1628
5/9/2021,Costa Rica,Mexico,0,1,Costa Rica,FALSE,CRC,MEX,12/8/2021,1449.79,1378
5/9/2021,United States,Canada,1,1,United States,FALSE,USA,CAN,12/8/2021,1647.75,1550
6/9/2021,Ivory Coast,Cameroon,2,1,Ivory Coast,FALSE,CIV,CMR,12/8/2021,1402.9,1489
6/9/2021,South Africa,Ghana,1,0,South Africa,FALSE,RSA,GHA,12/8/2021,1337.77,1579
7/9/2021,Luxembourg,Qatar,1,1,Luxembourg,FALSE,LUX,QAT,12/8/2021,1238.59,1368
7/9/2021,Zambia,Tunisia,0,2,Zambia,FALSE,ZAM,TUN,12/8/2021,1276.14,1486
7/9/2021,Congo,Senegal,1,3,Congo,FALSE,CGO,SEN,12/8/2021,1255.88,1413
7/9/2021,South Korea,Lebanon,1,0,South Korea,FALSE,KOR,LBN,12/8/2021,1474.96,1439
7/9/2021,Iraq,Iran,0,3,Qatar,TRUE,IRQ,IRN,12/8/2021,1354.51,1555
7/9/2021,China PR,Japan,0,1,Qatar,TRUE,CHN,JPN,12/8/2021,1352.68,1112
7/9/2021,Vietnam,Australia,0,1,Vietnam,FALSE,VIE,AUS,12/8/2021,1260.85,1324
7/9/2021,Oman,Saudi Arabia,0,1,Oman,FALSE,OMA,KSA,12/8/2021,1305.01,1600
7/9/2021,Republic of Ireland,Serbia,1,1,Republic of Ireland,FALSE,IRL,SRB,12/8/2021,1429.44,1602
7/9/2021,Azerbaijan,Portugal,0,3,Azerbaijan,FALSE,AZE,POR,12/8/2021,1166.44,1305
7/9/2021,France,Finland,2,0,France,FALSE,FRA,FIN,12/8/2021,1761.77,1603
7/9/2021,Denmark,Israel,5,0,Denmark,FALSE,DEN,ISR,12/8/2021,1642.28,1612
7/9/2021,Netherlands,Turkey,6,1,Netherlands,FALSE,NED,TUR,12/8/2021,1637.48,1773
7/9/2021,Croatia,Slovenia,3,0,Croatia,FALSE,CRO,SVN,12/8/2021,1594.36,1593
8/9/2021,Kosovo,Spain,0,2,Kosovo,FALSE,KOS,ESP,12/8/2021,1159.02,1567
8/9/2021,Northern Ireland,Switzerland,0,0,Northern Ireland,FALSE,NIR,SUI,12/8/2021,1422.29,1653
8/9/2021,Wales,Estonia,0,0,Wales,FALSE,WAL,EST,12/8/2021,1567.29,1418
8/9/2021,Belarus,Belgium,0,1,Russia,TRUE,BLR,BEL,12/8/2021,1270.75,1550
8/9/2021,Poland,England,1,1,Poland,FALSE,POL,ENG,12/8/2021,1516.27,1396
8/9/2021,Iceland,Germany,0,4,Iceland,FALSE,ISL,GER,12/8/2021,1418.48,983
8/9/2021,Costa Rica,Jamaica,1,1,Costa Rica,FALSE,CRC,JAM,12/8/2021,1449.79,1600
8/9/2021,Panama,Mexico,1,1,Panama,FALSE,PAN,MEX,12/8/2021,1334.85,1642
8/9/2021,Canada,El Salvador,3,0,Canada,FALSE,CAN,SLV,12/8/2021,1399.35,1305
8/9/2021,Honduras,United States,1,4,Honduras,FALSE,HON,USA,12/8/2021,1377.79,1378
9/9/2021,Uruguay,Ecuador,1,0,Uruguay,FALSE,URU,ECU,12/8/2021,1634.63,1482
9/9/2021,Argentina,Bolivia,3,0,Argentina,FALSE,ARG,BOL,12/8/2021,1714.43,1389
9/9/2021,Brazil,Peru,2,0,Brazil,FALSE,BRA,PER,12/8/2021,1797.67,1506
6/10/2021,Morocco,Guinea-Bissau,5,0,Morocco,FALSE,MAR,GNB,16/09/21,1493.23,1623
6/10/2021,Italy,Spain,1,2,Italy,FALSE,ITA,ESP,16/09/21,1735.73,1645
7/10/2021,South Korea,Syria,2,1,South Korea,FALSE,KOR,SYR,16/09/21,1479.41,1712
7/10/2021,United Arab Emirates,Iran,0,1,United Arab Emirates,FALSE,UAE,IRN,16/09/21,1357.84,1603
7/10/2021,Saudi Arabia,Japan,1,0,Saudi Arabia,FALSE,KSA,JPN,16/09/21,1406.34,1426
7/10/2021,Australia,Oman,3,1,Qatar,TRUE,AUS,OMA,16/09/21,1493.99,1773
7/10/2021,Honduras,Costa Rica,0,0,Honduras,FALSE,HON,CRC,16/09/21,1371.61,1593
7/10/2021,United States,Jamaica,2,0,United States,FALSE,USA,JAM,16/09/21,1643.1,1567
7/10/2021,Mexico,Canada,1,1,Mexico,FALSE,MEX,CAN,16/09/21,1666.19,1744
7/10/2021,Tunisia,Mauritania,3,0,Tunisia,FALSE,TUN,MTN,16/09/21,1526.87,1486
7/10/2021,Ecuador,Bolivia,3,0,Ecuador,FALSE,ECU,BOL,16/09/21,1415.09,1550
7/10/2021,Venezuela,Brazil,1,3,Venezuela,FALSE,VEN,BRA,16/09/21,1434.14,1589
7/10/2021,Paraguay,Argentina,0,0,Paraguay,FALSE,PAR,ARG,16/09/21,1484.31,1558
7/10/2021,Uruguay,Colombia,0,0,Uruguay,FALSE,URU,COL,16/09/21,1645.42,1402
7/10/2021,Belgium,France,2,3,Italy,TRUE,BEL,FRA,16/09/21,1832.33,1446
8/10/2021,Czech Republic,Wales,2,2,Czech Republic,FALSE,CZE,WAL,16/09/21,1494.78,1639
8/10/2021,Latvia,Netherlands,0,1,Latvia,FALSE,LVA,NED,16/09/21,1092.45,1539
8/10/2021,Cyprus,Croatia,0,3,Cyprus,FALSE,CYP,CRO,16/09/21,1202.65,1065
8/10/2021,Germany,Romania,2,1,Germany,FALSE,GER,ROU,16/09/21,1627.8,1634
8/10/2021,Cameroon,Mozambique,3,1,Cameroon,FALSE,CMR,MOZ,16/09/21,1404.46,1446
9/10/2021,Luxembourg,Serbia,0,1,Luxembourg,FALSE,LUX,SRB,16/09/21,1244.55,1492
9/10/2021,Switzerland,Northern Ireland,2,0,Switzerland,FALSE,SUI,NIR,16/09/21,1622.73,1467
9/10/2021,Moldova,Denmark,0,4,Moldova,FALSE,MDA,DEN,16/09/21,940.3,1542
9/10/2021,Andorra,England,0,5,Andorra,FALSE,AND,ENG,16/09/21,1033.27,1380
9/10/2021,Poland,San Marino,5,0,Poland,FALSE,POL,SMR,16/09/21,1531.82,1476
9/10/2021,Ghana,Zimbabwe,3,1,Ghana,FALSE,GHA,ZIM,16/09/21,1411.3,1391
9/10/2021,Senegal,Namibia,4,1,Senegal,FALSE,SEN,NAM,16/09/21,1555.37,1317
9/10/2021,Portugal,Qatar,3,0,Portugal,FALSE,POR,QAT,16/09/21,1674.9,1637
9/10/2021,Morocco,Guinea-Bissau,3,0,Morocco,FALSE,MAR,GNB,16/09/21,1493.23,1493
10/10/2021,Costa Rica,El Salvador,2,1,Costa Rica,FALSE,CRC,SLV,16/09/21,1438.29,1752
10/10/2021,Jamaica,Canada,0,0,Jamaica,FALSE,JAM,CAN,16/09/21,1402.39,1634
10/10/2021,Panama,United States,1,0,Panama,FALSE,PAN,USA,16/09/21,1358.77,1539
10/10/2021,Mexico,Honduras,3,0,Mexico,FALSE,MEX,HON,16/09/21,1666.19,1639
10/10/2021,Mauritania,Tunisia,0,0,Mauritania,FALSE,MTN,TUN,16/09/21,1200.6,1464
10/10/2021,Colombia,Brazil,0,0,Colombia,FALSE,COL,BRA,16/09/21,1618.4,1438
10/10/2021,Venezuela,Ecuador,2,1,Venezuela,FALSE,VEN,ECU,16/09/21,1434.14,1424
10/10/2021,Argentina,Uruguay,3,0,Argentina,FALSE,ARG,URU,16/09/21,1725.31,1568
10/10/2021,Italy,Belgium,2,1,Italy,FALSE,ITA,BEL,16/09/21,1735.73,1669
10/10/2021,Spain,France,1,2,Italy,TRUE,ESP,FRA,16/09/21,1673.68,1461
11/10/2021,Estonia,Wales,0,1,Estonia,FALSE,EST,WAL,16/09/21,1174.44,1489
11/10/2021,Netherlands,Gibraltar,6,0,Netherlands,FALSE,NED,GIB,16/09/21,1648.2,1467
11/10/2021,Croatia,Slovakia,2,2,Croatia,FALSE,CRO,SVK,16/09/21,1608.25,1317
11/10/2021,North Macedonia,Germany,0,4,North Macedonia,FALSE,MKD,GER,16/09/21,1345.47,1661
11/10/2021,Mozambique,Cameroon,0,1,Morocco,TRUE,MOZ,CMR,16/09/21,1158.59,1558
12/10/2021,Iran,South Korea,1,1,Iran,FALSE,IRN,KOR,16/09/21,1538.08,1607
12/10/2021,Japan,Australia,2,1,Japan,FALSE,JPN,AUS,16/09/21,1520.46,1539
12/10/2021,Saudi Arabia,China PR,3,2,Saudi Arabia,FALSE,KSA,CHN,16/09/21,1406.34,1625
12/10/2021,Portugal,Luxembourg,5,0,Portugal,FALSE,POR,LUX,16/09/21,1674.9,1391
12/10/2021,Serbia,Azerbaijan,3,1,Serbia,FALSE,SRB,AZE,16/09/21,1515.97,1438
12/10/2021,Lithuania,Switzerland,0,4,Lithuania,FALSE,LTU,SUI,16/09/21,1082.2,1631
12/10/2021,Denmark,Austria,1,0,Denmark,FALSE,DEN,AUT,16/09/21,1658.49,1636
12/10/2021,England,Hungary,1,1,England,FALSE,ENG,HUN,16/09/21,1755.44,1725
12/10/2021,Albania,Poland,0,1,Albania,FALSE,ALB,POL,16/09/21,1368.73,1596
12/10/2021,Zimbabwe,Ghana,0,1,Zimbabwe,FALSE,ZIM,GHA,16/09/21,1160.91,1461
12/10/2021,Namibia,Senegal,1,3,South Africa,TRUE,NAM,SEN,16/09/21,1185.12,1610
12/10/2021,Republic of Ireland,Qatar,4,0,Republic of Ireland,FALSE,IRL,QAT,16/09/21,1418.7,1480
12/10/2021,Morocco,Guinea,4,1,Morocco,FALSE,MAR,GUI,16/09/21,1493.23,1402
13/10/21,United States,Costa Rica,2,1,United States,FALSE,USA,CRC,16/09/21,1643.1,920
13/10/21,Canada,Panama,4,1,Canada,FALSE,CAN,PAN,16/09/21,1416.23,1346
13/10/21,El Salvador,Mexico,0,2,El Salvador,FALSE,SLV,MEX,16/09/21,1369.73,1495
14/10/21,Colombia,Ecuador,0,0,Colombia,FALSE,COL,ECU,16/09/21,1618.4,1495
14/10/21,Argentina,Peru,1,0,Argentina,FALSE,ARG,PER,16/09/21,1725.31,1201
14/10/21,Brazil,Uruguay,4,1,Brazil,FALSE,BRA,URU,16/09/21,1811.73,1235
27/10/21,Mexico,Ecuador,2,3,United States,TRUE,MEX,ECU,21/10/21,1672.92,1180
11/11/2021,Serbia,Qatar,4,0,Serbia,FALSE,SRB,QAT,21/10/21,1527.34,1456
11/11/2021,Ethiopia,Ghana,1,1,South Africa,TRUE,ETH,GHA,21/10/21,1079.37,1521
11/11/2021,Togo,Senegal,1,1,Togo,FALSE,TOG,SEN,21/10/21,1110.59,1562
11/11/2021,Lebanon,Iran,1,2,Lebanon,FALSE,LBN,IRN,21/10/21,1250.08,1609
11/11/2021,South Korea,United Arab Emirates,1,0,South Korea,FALSE,KOR,UAE,21/10/21,1489.1,1617
11/11/2021,Vietnam,Japan,0,1,Vietnam,FALSE,VIE,JPN,21/10/21,1222.9,1465
11/11/2021,Australia,Saudi Arabia,0,0,Australia,FALSE,AUS,KSA,21/10/21,1489.86,1057
11/11/2021,Republic of Ireland,Portugal,0,0,Republic of Ireland,FALSE,IRL,POR,21/10/21,1430.59,1437
11/11/2021,Greece,Spain,0,1,Greece,FALSE,GRE,ESP,21/10/21,1434.83,983
11/11/2021,Malta,Croatia,1,7,Malta,FALSE,MLT,CRO,21/10/21,964.21,1413
11/11/2021,Germany,Liechtenstein,9,0,Germany,FALSE,GER,LIE,21/10/21,1642.47,1593
11/11/2021,Ecuador,Venezuela,1,0,Ecuador,FALSE,ECU,VEN,21/10/21,1416.93,1614
11/11/2021,Brazil,Colombia,1,0,Brazil,FALSE,BRA,COL,21/10/21,1820.36,810
12/11/2021,Morocco,Sudan,3,0,Morocco,FALSE,MAR,SDN,21/10/21,1513,1559
12/11/2021,Canada,Costa Rica,1,0,Canada,FALSE,CAN,CRC,21/10/21,1432.34,1438
12/11/2021,United States,Mexico,2,0,United States,FALSE,USA,MEX,21/10/21,1639.42,1424
12/11/2021,Italy,Switzerland,1,1,Italy,FALSE,ITA,SUI,21/10/21,1750.52,1503
12/11/2021,Denmark,Faroe Islands,3,1,Denmark,FALSE,DEN,FRO,21/10/21,1668.98,1481
12/11/2021,England,Albania,5,0,England,FALSE,ENG,ALB,21/10/21,1750.16,1427
12/11/2021,Andorra,Poland,1,4,Andorra,FALSE,AND,POL,21/10/21,1038.88,1558
12/11/2021,Uruguay,Argentina,0,1,Uruguay,FALSE,URU,ARG,21/10/21,1625.67,1427
13/11/21,Equatorial Guinea,Tunisia,1,0,Equatorial Guinea,FALSE,EQG,TUN,21/10/21,1135.52,1180
13/11/21,Malawi,Cameroon,0,4,South Africa,TRUE,MWI,CMR,21/10/21,1146.25,1632
13/11/21,France,Kazakhstan,8,0,France,FALSE,FRA,KAZ,21/10/21,1779.24,1662
13/11/21,Wales,Belarus,5,1,Wales,FALSE,WAL,BLR,21/10/21,1566.77,1780
13/11/21,Belgium,Estonia,3,1,Belgium,FALSE,BEL,EST,21/10/21,1832.33,1082
13/11/21,Montenegro,Netherlands,2,2,Montenegro,FALSE,MNE,NED,21/10/21,1346.19,1224
14/11/21,Azerbaijan,Qatar,2,2,Azerbaijan,FALSE,AZE,QAT,21/10/21,1146.87,1548
14/11/21,Ghana,South Africa,1,0,Ghana,FALSE,GHA,RSA,21/10/21,1424.87,1645
14/11/21,Senegal,Congo,2,0,Senegal,FALSE,SEN,CGO,21/10/21,1564.95,1114
14/11/21,Portugal,Serbia,1,2,Portugal,FALSE,POR,SRB,21/10/21,1681.73,1755
14/11/21,Spain,Sweden,1,0,Spain,FALSE,ESP,SWE,21/10/21,1687.66,950
14/11/21,Croatia,Russia,1,0,Croatia,FALSE,CRO,RUS,21/10/21,1608.84,1670
14/11/21,Armenia,Germany,1,4,Armenia,FALSE,ARM,GER,21/10/21,1257.17,1048
15/11/21,Switzerland,Bulgaria,4,0,Switzerland,FALSE,SUI,BUL,21/10/21,1633.8,1610
15/11/21,Scotland,Denmark,2,0,Scotland,FALSE,SCO,DEN,21/10/21,1451.37,914
15/11/21,Poland,Hungary,1,2,Poland,FALSE,POL,HUN,21/10/21,1542.2,1097
15/11/21,San Marino,England,0,10,San Marino,FALSE,SMR,ENG,21/10/21,782.71,1307
16/11/21,Tunisia,Zambia,3,1,Tunisia,FALSE,TUN,ZAM,21/10/21,1525.3,1332
16/11/21,Cameroon,Ivory Coast,1,0,Cameroon,FALSE,CMR,CIV,21/10/21,1418.21,1632
16/11/21,Morocco,Guinea,3,0,Morocco,FALSE,MAR,GUI,21/10/21,1513,1313
16/11/21,Iraq,South Korea,0,3,Qatar,TRUE,IRQ,KOR,21/10/21,1346.2,1391
16/11/21,Syria,Iran,0,3,Jordan,TRUE,SYR,IRN,21/10/21,1274.72,1492
